event_date,year,event_type,sub_event_type,admin1,admin2,admin3,location,latitude,longitude,fatalities,notes,month
1999-08-21,1999,Explosions/Remote violence,Remote explosive/landmine/IED,Dire Dawa,Dire Dawa urban,Gende Kore,Dire Dawa,9.6008,41.8499,0,Bomb planted along railway,8
1999-08-29,1999,Battles,Armed clash,Oromia,Borena,Moyale,Moyale,3.5391,39.049,53,OLF and OLA forces attack a military base at Doho-Kisu in the Moyale district. No figures for OLF losses. Report from OLF source.,8
1999-08-29,1999,Violence against civilians,Attack,Oromia,West Shewa,Abuna Ginde Beret,Awara,9.5667,38.0333,2,Civilian Plane shot down - Brtish and Swedish crew killed.,8
1999-10-13,1999,Battles,Armed clash,Somali,Fafan,Jigjiga town,Jijiga,9.35,42.8,62,WSLF claims to have killed Ethiopian troops in battle,10
1999-10-18,1999,Battles,Armed clash,Somali,Siti,Dembel,Garasleh,9.8342,42.1331,18,"ONLF battles Ethiopian military, claims victory",10
1999-10-25,1999,Battles,Armed clash,Somali,Korahe,Kebridehar town,Kebri Dehar,6.74,44.2781,24,"ONLF battles Ethiopian military, claims victory",10
1999-10-27,1999,Battles,Armed clash,Somali,Fafan,Harawo,Lasaanot,9.9667,42.9167,24,"ONLF battles Ethiopian military, claims victory",10
1999-10-28,1999,Violence against civilians,Attack,Oromia,Borena,Moyale,Moyale,3.5391,39.049,3,Ethiopian raiders kill Kenyan civilians,10
1999-10-29,1999,Violence against civilians,Attack,Afar,Awsi-Zone 1,Elidar,Bure,12.6042,42.2718,2,Eritrean military accused of killing Ethiopian Afars who refuse to join their army,10
1999-11-04,1999,Violence against civilians,Attack,South Ethiopia Region,South Omo,Nyngatom,Bume,5.05,36.0833,0,Turkana attack Merille and raid cattle,11
1999-11-13,1999,Explosions/Remote violence,Remote explosive/landmine/IED,Dire Dawa,Dire Dawa urban,Malka Jabti-M Jebdu,Melka Jebdu,9.6167,41.7833,2,Unknown group (OLF suspected) blows up a train transporting military goods from Djibouti to Ethiopia.,11
1999-11-15,1999,Battles,Armed clash,Oromia,Borena,Moyale,Moyale,3.5391,39.049,0,Turkana attack Merrile and steal cattle,11
1999-12-15,1999,Violence against civilians,Attack,South Ethiopia Region,South Omo,Nyngatom,Kibish,5.2333,35.8333,7,Merrile attack Kenyan civilians in revenge for Turkana cattle raids,12
1999-12-15,1999,Battles,Armed clash,South Ethiopia Region,South Omo,Nyngatom,Kibish,5.2333,35.8333,1,"Merrile stage revenge attacks, battle Kenyan security forces",12
2000-01-31,2000,Explosions/Remote violence,Remote explosive/landmine/IED,Oromia,East Hararge,Gursum,Gursum,9.35,42.4,5,BM ammunition explodes and kills 5 children in the village of Babile Semah.,1
2000-02-06,2000,Battles,Armed clash,Oromia,East Wellega,Gida Ayana,Gondor,9.8833,36.55,0,Armed group is making the Gondor-Himora road very dangerous for military and civilians.,2
2000-02-12,2000,Violence against civilians,Attack,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,1,1 member of a MSF team killed when they were attakce dby two well armed me believed to be Eritrean backed rebels.,2
2000-03-01,2000,Riots,Violent demonstration,Oromia,West Shewa,Ambo town,Ambo,8.9833,37.85,0,"The Ambo studen riots took place in response to the poor handeling of the bush fires in Southern Ethiopia. Protesters were angry at the damage to the economy and suggested that the firs had been lit intentionally. Police said only 1 girl had been killed,",3
2000-03-01,2000,Riots,Violent demonstration,Oromia,West Shewa,Ambo town,Ambo,8.9833,37.85,1,The Ambo student riots took place in response to the poor handling of the bush fires in Southern Ethiopia. Protesters were angry at the damage to the economy and suggested that the firs had been lit intentionally. Police said only 1 girl had been killed.,3
2000-03-22,2000,Explosions/Remote violence,Remote explosive/landmine/IED,Sidama,Sidama,Bursa,Dugo,6.6,38.6167,14,Landmine kills 14 Kenyan civilians.,3
2000-03-26,2000,Riots,Violent demonstration,Oromia,Arsi,Ziway Dugda,Ogolcho,8.0385,39.0158,0,Student riots over the bus fires and their consequences for the economy of southern Ethiopia. These subsequent protests which happened in 5 locations in Welega were in response to the violence against students during earlier riots in Ambo.,3
2000-03-26,2000,Riots,Violent demonstration,Oromia,West Shewa,Dendi,Ginchi,9.0333,38.15,0,Student riots over the bus fires and their consequences for the economy of southern Ethiopia. These subsequent protests which happened in 5 locations in Welega were in response to the violence against students during earlier riots.,3
2000-03-26,2000,Riots,Violent demonstration,Oromia,West Shewa,Toke Kutaye,Jeldu,9.0167,37.6667,0,Student riots over the bus fires and their consequences for the economy of southern Ethiopia. These subsequent protests which happened in 5 locations in Welega were in response to the violence against students during earlier riots.,3
2000-03-26,2000,Riots,Violent demonstration,Oromia,East Hararge,Babile,Choba,8.521,42.6206,0,Student riots over the bus fires and their consequences for the economy of southern Ethiopia. These subsequent protests which happened in 5 locations in Welega were in response to the violence against students during earlier riots in Ambo.,3
2000-03-26,2000,Riots,Violent demonstration,Oromia,Arsi,Ziway Dugda,Ogolcho,8.0385,39.0158,0,Student riots over the bus fires and their consequences for the economy of southern Ethiopia. These subsequent protests which happened in 5 locations in Welega were in response to the violence against students during earlier riots in Ambo.,3
2000-03-26,2000,Riots,Violent demonstration,Oromia,West Shewa,Toke Kutaye,Jeldu,9.0167,37.6667,0,Student riots over the bus fires and their consequences for the economy of southern Ethiopia. These subsequent protests which happened in 5 locations in Welega were in response to the violence against students during earlier riots.,3
2000-03-26,2000,Riots,Violent demonstration,Oromia,West Shewa,Dendi,Ginchi,9.0333,38.15,0,Student riots over the bus fires and their consequences for the economy of southern Ethiopia. These subsequent protests which happened in 5 locations in Welega were in response to the violence against students during earlier riots.,3
2000-03-26,2000,Riots,Violent demonstration,Oromia,East Hararge,Babile,Choba,8.521,42.6206,0,Student riots over the bus fires and their consequences for the economy of southern Ethiopia. These subsequent protests which happened in 5 locations in Welega were in response to the violence against students during earlier riots in Ambo.,3
2000-03-31,2000,Battles,Armed clash,Somali,Jarar,Degahabur town,Degehabur,8.2206,43.5572,98,"Fighting at Aware and Degeh Bur, 197 Ethiopian soldiers killed in total.",3
2000-03-31,2000,Battles,Armed clash,Dire Dawa,Dire Dawa urban,Gende Kore,Dire Dawa,9.6008,41.8499,0,ONLF blows up a train that was transporting military supplies from Djibouti to Addis Ababa.,3
2000-03-31,2000,Battles,Armed clash,Somali,Jarar,Aware,Aware,8.2561,44.1567,99,"Fighting at Aware and Degeh Bur, 197 Ethiopian soldiers killed in total.",3
2000-05-16,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Adi Goshu,14.1811,37.3873,2,"On 16 May 2000, the Ethiopian Military clashed with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (Kafta Humera, Western Tigray, Tigray) and Welkait (coded separately). The armed clash continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-16,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Welkait,14.0966,37.3266,2,"On 16 May 2000, the Ethiopian Military clashed with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (coded separately) and Welkait (Kafta Humera, Western Tigray, Tigray). The armed clash continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-17,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Welkait,14.0966,37.3266,2,"On 17 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (coded separately) and Welkait (Kafta Humera, Western Tigray, Tigray). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-17,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Adi Goshu,14.1811,37.3873,2,"On 17 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (Kafta Humera, Western Tigray, Tigray) and Welkait (coded separately). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-18,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Welkait,14.0966,37.3266,1,"On 18 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (coded separately) and Welkait (Kafta Humera, Western Tigray, Tigray). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-18,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Adi Goshu,14.1811,37.3873,2,"On 18 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (Kafta Humera, Western Tigray, Tigray) and Welkait (coded separately). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-19,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Adi Goshu,14.1811,37.3873,1,"On 19 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (Kafta Humera, Western Tigray, Tigray) and Welkait (coded separately). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-19,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Welkait,14.0966,37.3266,1,"On 19 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (coded separately) and Welkait (Kafta Humera, Western Tigray, Tigray). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-20,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Welkait,14.0966,37.3266,1,"On 20 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (coded separately) and Welkait (Kafta Humera, Western Tigray, Tigray). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-20,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Adi Goshu,14.1811,37.3873,1,"On 20 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (Kafta Humera, Western Tigray, Tigray) and Welkait (coded separately). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-21,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Adi Goshu,14.1811,37.3873,1,"On 21 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (Kafta Humera, Western Tigray, Tigray) and Welkait (coded separately). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-21,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Welkait,14.0966,37.3266,1,"On 21 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (coded separately) and Welkait (Kafta Humera, Western Tigray, Tigray). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-22,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Welkait,14.0966,37.3266,1,"On 22 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (coded separately) and Welkait (Kafta Humera, Western Tigray, Tigray). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-22,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Adi Goshu,14.1811,37.3873,1,"On 22 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (Kafta Humera, Western Tigray, Tigray) and Welkait (coded separately). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-23,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Adi Goshu,14.1811,37.3873,1,"On 23 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (Kafta Humera, Western Tigray, Tigray) and Welkait (coded separately). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-23,2000,Battles,Armed clash,Tigray,Eastern Tigray,Zala Anbesa town,Zela Ambesa,14.5219,39.385,0,Eritrea and Ethiopia report heavy fighting at the Zela Ambesa-Egala Front,5
2000-05-23,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Welkait,14.0966,37.3266,1,"On 23 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (coded separately) and Welkait (Kafta Humera, Western Tigray, Tigray). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-24,2000,Battles,Armed clash,Tigray,Western Tigray,Kafta Humera,Adi Goshu,14.1811,37.3873,1,"On 24 May 2000, the Ethiopian Military continued to clash with the Front of the Ethiopian Democratic Union Forces in Adi Goshu (Kafta Humera, Western Tigray, Tigray) and Welkait (coded separately). The armed clash started on 16 May 2000 and continued until 25 May 2000. Twenty-five Ethiopian military members were killed, and 30 others were wounded due to these armed clashes. 25 fatalities split over 20 events (two locations and 10 days of armed clash at each locations).",5
2000-05-24,2000,Explosions/Remote violence,Shelling/artillery/missile attack,Tigray,Eastern Tigray,Zala Anbesa town,Zela Ambesa,14.5219,39.385,0,Shelling continued at Zela Ambesa after Eritrean troops repulsed an Ethiopian offensive,5
