ADM3_PCODE,ADM3_EN,ADM2_PCODE,ADM2_EN,ADM1_PCODE,ADM1_EN,ADM0_PCODE,year,month,ACLED_BRD_total,GID_0,GID_3,ACLED_BRD_state,ACLED_BRD_nonstate
ET070706,Dasenech /Kuraz,ET0707,South Omo,ET07,SNNP,ET,2023,1,2,ETH,ET070706,1.0,1.0
ET070706,Dasenech /Kuraz,ET0707,South Omo,ET07,SNNP,ET,2025,2,4,ETH,ET070706,2.0,2.0
ET070706,Dasenech /Kuraz,ET0707,South Omo,ET07,SNNP,ET,2025,3,10,ETH,ET070706,5.0,5.0
ET070706,Dasenech /Kuraz,ET0707,South Omo,ET07,SNNP,ET,2025,5,0,ETH,ET070706,0.0,0.0
ET070706,Dasenech /Kuraz,ET0707,South Omo,ET07,SNNP,ET,2025,7,3,ETH,ET070706,1.5,1.5
ET070706,Dasenech /Kuraz,ET0707,South Omo,ET07,SNNP,ET,2025,8,0,ETH,ET070706,0.0,0.0
ET070706,Dasenech /Kuraz,ET0707,South Omo,ET07,SNNP,ET,2025,9,1,ETH,ET070706,0.5,0.5
ET070708,Nyngatom,ET0707,South Omo,ET07,SNNP,ET,1999,11,0,ETH,ET070708,0.0,0.0
ET070708,Nyngatom,ET0707,South Omo,ET07,SNNP,ET,1999,12,8,ETH,ET070708,4.0,4.0
ET070708,Nyngatom,ET0707,South Omo,ET07,SNNP,ET,2018,12,0,ETH,ET070708,0.0,0.0
ET070708,Nyngatom,ET0707,South Omo,ET07,SNNP,ET,2025,6,1,ETH,ET070708,0.5,0.5
ET070708,Nyngatom,ET0707,South Omo,ET07,SNNP,ET,2025,8,0,ETH,ET070708,0.0,0.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2011,4,0,ETH,ET070709,0.0,0.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2011,6,0,ETH,ET070709,0.0,0.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2012,1,3,ETH,ET070709,1.5,1.5
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2012,2,1,ETH,ET070709,0.5,0.5
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2012,11,6,ETH,ET070709,3.0,3.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2013,7,0,ETH,ET070709,0.0,0.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2015,6,48,ETH,ET070709,24.0,24.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2016,10,1,ETH,ET070709,0.5,0.5
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2017,12,13,ETH,ET070709,6.5,6.5
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2019,9,30,ETH,ET070709,15.0,15.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2019,10,10,ETH,ET070709,5.0,5.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2021,7,0,ETH,ET070709,0.0,0.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2022,4,1,ETH,ET070709,0.5,0.5
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2022,5,3,ETH,ET070709,1.5,1.5
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2022,10,0,ETH,ET070709,0.0,0.0
ET070709,Jinka town,ET0707,South Omo,ET07,SNNP,ET,2022,12,0,ETH,ET070709,0.0,0.0
ET071005,Mirab Abaya,ET0710,Gamo,ET07,SNNP,ET,2021,11,84,ETH,ET071005,42.0,42.0
ET071010,Chencha,ET0710,Gamo,ET07,SNNP,ET,2017,1,0,ETH,ET071010,0.0,0.0
ET071015,Arba Minch Zuria,ET0710,Gamo,ET07,SNNP,ET,2023,2,0,ETH,ET071015,0.0,0.0
ET071015,Arba Minch Zuria,ET0710,Gamo,ET07,SNNP,ET,2023,8,7,ETH,ET071015,3.5,3.5
ET071015,Arba Minch Zuria,ET0710,Gamo,ET07,SNNP,ET,2023,10,1,ETH,ET071015,0.5,0.5
ET071015,Arba Minch Zuria,ET0710,Gamo,ET07,SNNP,ET,2024,1,8,ETH,ET071015,4.0,4.0
ET071015,Arba Minch Zuria,ET0710,Gamo,ET07,SNNP,ET,2024,6,5,ETH,ET071015,2.5,2.5
ET071015,Arba Minch Zuria,ET0710,Gamo,ET07,SNNP,ET,2024,7,0,ETH,ET071015,0.0,0.0
ET071015,Arba Minch Zuria,ET0710,Gamo,ET07,SNNP,ET,2025,3,2,ETH,ET071015,1.0,1.0
ET071015,Arba Minch Zuria,ET0710,Gamo,ET07,SNNP,ET,2025,5,8,ETH,ET071015,4.0,4.0
ET071019,Kucha,ET0710,Gamo,ET07,SNNP,ET,2023,2,0,ETH,ET071019,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,1997,5,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2005,11,8,ETH,ET071021,4.0,4.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2016,10,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2017,12,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2018,5,1,ETH,ET071021,0.5,0.5
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2018,7,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2018,9,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2018,10,4,ETH,ET071021,2.0,2.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2021,11,3,ETH,ET071021,1.5,1.5
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2022,10,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2023,4,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2023,8,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2023,10,1,ETH,ET071021,0.5,0.5
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2023,11,3,ETH,ET071021,1.5,1.5
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2023,12,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2024,1,7,ETH,ET071021,3.5,3.5
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2024,3,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2024,6,5,ETH,ET071021,2.5,2.5
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2025,5,0,ETH,ET071021,0.0,0.0
ET071021,Arba Minch town,ET0710,Gamo,ET07,SNNP,ET,2025,7,0,ETH,ET071021,0.0,0.0
ET071205,Alle Special,ET0712,Alle,ET07,SNNP,ET,2022,3,3,ETH,ET071205,1.5,1.5
ET071302,Segen Zuria,ET0713,Konso,ET07,SNNP,ET,2020,11,25,ETH,ET071302,12.5,12.5
ET071302,Segen Zuria,ET0713,Konso,ET07,SNNP,ET,2021,8,3,ETH,ET071302,1.5,1.5
ET071302,Segen Zuria,ET0713,Konso,ET07,SNNP,ET,2021,10,5,ETH,ET071302,2.5,2.5
ET071302,Segen Zuria,ET0713,Konso,ET07,SNNP,ET,2022,3,14,ETH,ET071302,7.0,7.0
ET071302,Segen Zuria,ET0713,Konso,ET07,SNNP,ET,2022,5,1,ETH,ET071302,0.5,0.5
ET071302,Segen Zuria,ET0713,Konso,ET07,SNNP,ET,2024,8,13,ETH,ET071302,6.5,6.5
ET071302,Segen Zuria,ET0713,Konso,ET07,SNNP,ET,2024,10,2,ETH,ET071302,1.0,1.0
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2016,3,3,ETH,ET071303,1.5,1.5
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2016,9,35,ETH,ET071303,17.5,17.5
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2019,1,0,ETH,ET071303,0.0,0.0
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2020,7,11,ETH,ET071303,5.5,5.5
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2020,9,4,ETH,ET071303,2.0,2.0
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2020,11,22,ETH,ET071303,11.0,11.0
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2020,12,0,ETH,ET071303,0.0,0.0
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2021,1,9,ETH,ET071303,4.5,4.5
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2021,6,0,ETH,ET071303,0.0,0.0
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2022,3,3,ETH,ET071303,1.5,1.5
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2023,7,3,ETH,ET071303,1.5,1.5
ET071303,Karat Zuria,ET0713,Konso,ET07,SNNP,ET,2025,5,0,ETH,ET071303,0.0,0.0
ET071404,Wera Djo,ET0714,Halaba,ET07,SNNP,ET,2018,9,0,ETH,ET071404,0.0,0.0
ET071404,Wera Djo,ET0714,Halaba,ET07,SNNP,ET,2019,2,0,ETH,ET071404,0.0,0.0
ET071404,Wera Djo,ET0714,Halaba,ET07,SNNP,ET,2023,1,1,ETH,ET071404,0.5,0.5
ET071404,Wera Djo,ET0714,Halaba,ET07,SNNP,ET,2023,3,0,ETH,ET071404,0.0,0.0
ET071505,Gezei Gofa,ET0715,Gofa,ET07,SNNP,ET,1998,10,0,ETH,ET071505,0.0,0.0
ET071506,O'yida,ET0715,Gofa,ET07,SNNP,ET,2004,1,50,ETH,ET071506,25.0,25.0
ET071506,O'yida,ET0715,Gofa,ET07,SNNP,ET,2004,2,0,ETH,ET071506,0.0,0.0
ET071601,Basketo SP Woreda,ET0716,Basketo,ET07,SNNP,ET,2023,9,6,ETH,ET071601,3.0,3.0
ET071601,Basketo SP Woreda,ET0716,Basketo,ET07,SNNP,ET,2024,3,4,ETH,ET071601,2.0,2.0
ET072006,Sankura,ET0720,Siltie,ET07,SNNP,ET,2022,4,0,ETH,ET072006,0.0,0.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2011,4,14,ETH,ET072010,7.0,7.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2012,7,0,ETH,ET072010,0.0,0.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2013,9,1,ETH,ET072010,0.5,0.5
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2016,3,0,ETH,ET072010,0.0,0.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2017,11,0,ETH,ET072010,0.0,0.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2019,4,0,ETH,ET072010,0.0,0.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2020,4,1,ETH,ET072010,0.5,0.5
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2021,11,0,ETH,ET072010,0.0,0.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2022,4,0,ETH,ET072010,0.0,0.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2022,12,0,ETH,ET072010,0.0,0.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2023,8,0,ETH,ET072010,0.0,0.0
ET072010,Worabe town,ET0720,Siltie,ET07,SNNP,ET,2024,11,0,ETH,ET072010,0.0,0.0
ET072011,Kibet town,ET0720,Siltie,ET07,SNNP,ET,2023,9,1,ETH,ET072011,0.5,0.5
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2018,12,5,ETH,ET072102,2.5,2.5
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2019,10,20,ETH,ET072102,10.0,10.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2020,11,22,ETH,ET072102,11.0,11.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2021,3,6,ETH,ET072102,3.0,3.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2021,4,6,ETH,ET072102,3.0,3.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2021,6,2,ETH,ET072102,1.0,1.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2022,5,2,ETH,ET072102,1.0,1.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2022,6,4,ETH,ET072102,2.0,2.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2022,7,6,ETH,ET072102,3.0,3.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2022,9,5,ETH,ET072102,2.5,2.5
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2023,8,0,ETH,ET072102,0.0,0.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2023,9,0,ETH,ET072102,0.0,0.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2023,11,2,ETH,ET072102,1.0,1.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2024,4,12,ETH,ET072102,6.0,6.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2024,5,4,ETH,ET072102,2.0,2.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2024,9,4,ETH,ET072102,2.0,2.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2024,10,9,ETH,ET072102,4.5,4.5
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2024,11,0,ETH,ET072102,0.0,0.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2024,12,2,ETH,ET072102,1.0,1.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2025,1,2,ETH,ET072102,1.0,1.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2025,3,4,ETH,ET072102,2.0,2.0
ET072102,Amaro,ET0721,Amaro,ET07,SNNP,ET,2025,6,2,ETH,ET072102,1.0,1.0
ET072203,Burji Special,ET0722,Burji,ET07,SNNP,ET,2022,6,11,ETH,ET072203,5.5,5.5
ET072203,Burji Special,ET0722,Burji,ET07,SNNP,ET,2022,7,4,ETH,ET072203,2.0,2.0
ET072203,Burji Special,ET0722,Burji,ET07,SNNP,ET,2022,9,2,ETH,ET072203,1.0,1.0
ET072203,Burji Special,ET0722,Burji,ET07,SNNP,ET,2024,4,1,ETH,ET072203,0.5,0.5
ET072203,Burji Special,ET0722,Burji,ET07,SNNP,ET,2025,9,1,ETH,ET072203,0.5,0.5
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2022,4,10,ETH,ET072304,5.0,5.0
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2022,5,3,ETH,ET072304,1.5,1.5
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2022,6,3,ETH,ET072304,1.5,1.5
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2022,7,4,ETH,ET072304,2.0,2.0
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2022,8,8,ETH,ET072304,4.0,4.0
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2023,1,2,ETH,ET072304,1.0,1.0
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2023,4,2,ETH,ET072304,1.0,1.0
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2023,12,1,ETH,ET072304,0.5,0.5
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2025,3,3,ETH,ET072304,1.5,1.5
ET072304,Derashe Special,ET0723,Derashe,ET07,SNNP,ET,2025,4,2,ETH,ET072304,1.0,1.0
ET110102,Masha,ET1101,Sheka,ET11,South West Ethiopia,ET,2024,11,20,ETH,ET110102,10.0,10.0
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2002,3,15,ETH,ET110104,7.5,7.5
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2018,8,5,ETH,ET110104,2.5,2.5
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2018,9,0,ETH,ET110104,0.0,0.0
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2018,10,6,ETH,ET110104,3.0,3.0
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2018,12,0,ETH,ET110104,0.0,0.0
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2019,1,5,ETH,ET110104,2.5,2.5
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2020,1,2,ETH,ET110104,1.0,1.0
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2020,2,8,ETH,ET110104,4.0,4.0
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2021,11,4,ETH,ET110104,2.0,2.0
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2022,8,0,ETH,ET110104,0.0,0.0
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2023,6,1,ETH,ET110104,0.5,0.5
ET110104,Tepi,ET1101,Sheka,ET11,South West Ethiopia,ET,2024,11,0,ETH,ET110104,0.0,0.0
ET110202,Gesha,ET1102,Kefa,ET11,South West Ethiopia,ET,2023,3,0,ETH,ET110202,0.0,0.0
ET110204,Gimbo,ET1102,Kefa,ET11,South West Ethiopia,ET,2001,11,60,ETH,ET110204,30.0,30.0
ET110204,Gimbo,ET1102,Kefa,ET11,South West Ethiopia,ET,2006,9,0,ETH,ET110204,0.0,0.0
ET110205,Adiyio,ET1102,Kefa,ET11,South West Ethiopia,ET,2001,1,3,ETH,ET110205,1.5,1.5
ET110205,Adiyio,ET1102,Kefa,ET11,South West Ethiopia,ET,2002,12,0,ETH,ET110205,0.0,0.0
ET110211,Bonga town,ET1102,Kefa,ET11,South West Ethiopia,ET,2018,3,10,ETH,ET110211,5.0,5.0
ET110211,Bonga town,ET1102,Kefa,ET11,South West Ethiopia,ET,2018,10,11,ETH,ET110211,5.5,5.5
ET110211,Bonga town,ET1102,Kefa,ET11,South West Ethiopia,ET,2018,12,10,ETH,ET110211,5.0,5.0
ET110211,Bonga town,ET1102,Kefa,ET11,South West Ethiopia,ET,2019,1,37,ETH,ET110211,18.5,18.5
ET110211,Bonga town,ET1102,Kefa,ET11,South West Ethiopia,ET,2021,11,0,ETH,ET110211,0.0,0.0
ET110211,Bonga town,ET1102,Kefa,ET11,South West Ethiopia,ET,2022,8,0,ETH,ET110211,0.0,0.0
ET110211,Bonga town,ET1102,Kefa,ET11,South West Ethiopia,ET,2023,12,0,ETH,ET110211,0.0,0.0
ET110211,Bonga town,ET1102,Kefa,ET11,South West Ethiopia,ET,2024,11,0,ETH,ET110211,0.0,0.0
ET110301,Sheko,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2001,1,8,ETH,ET110301,4.0,4.0
ET110302,Gurafereda,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2020,2,0,ETH,ET110302,0.0,0.0
ET110302,Gurafereda,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2020,10,31,ETH,ET110302,15.5,15.5
ET110302,Gurafereda,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2021,2,3,ETH,ET110302,1.5,1.5
ET110302,Gurafereda,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2021,3,10,ETH,ET110302,5.0,5.0
ET110302,Gurafereda,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2021,4,34,ETH,ET110302,17.0,17.0
ET110302,Gurafereda,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2021,6,6,ETH,ET110302,3.0,3.0
ET110302,Gurafereda,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2022,3,2,ETH,ET110302,1.0,1.0
ET110303,Debub Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2022,3,1,ETH,ET110303,0.5,0.5
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2002,3,33,ETH,ET110305,16.5,16.5
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2011,4,2,ETH,ET110305,1.0,1.0
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2012,1,0,ETH,ET110305,0.0,0.0
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2016,1,1,ETH,ET110305,0.5,0.5
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2016,7,0,ETH,ET110305,0.0,0.0
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2018,5,0,ETH,ET110305,0.0,0.0
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2021,4,6,ETH,ET110305,3.0,3.0
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2021,5,9,ETH,ET110305,4.5,4.5
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2021,7,0,ETH,ET110305,0.0,0.0
ET110305,Semen Bench,ET1103,Bench Sheko,ET11,South West Ethiopia,ET,2022,12,0,ETH,ET110305,0.0,0.0
ET110404,Gena,ET1104,Dawuro,ET11,South West Ethiopia,ET,2003,10,5,ETH,ET110404,2.5,2.5
ET110503,Gori Gesha,ET1105,Mirab Omo,ET11,South West Ethiopia,ET,2016,11,1,ETH,ET110503,0.5,0.5
ET110503,Gori Gesha,ET1105,Mirab Omo,ET11,South West Ethiopia,ET,2024,12,0,ETH,ET110503,0.0,0.0
ET110505,Bero,ET1105,Mirab Omo,ET11,South West Ethiopia,ET,2025,7,10,ETH,ET110505,5.0,5.0
ET110507,Maji,ET1105,Mirab Omo,ET11,South West Ethiopia,ET,2012,5,65,ETH,ET110507,32.5,32.5
ET110507,Maji,ET1105,Mirab Omo,ET11,South West Ethiopia,ET,2012,10,17,ETH,ET110507,8.5,8.5
ET110507,Maji,ET1105,Mirab Omo,ET11,South West Ethiopia,ET,2018,9,0,ETH,ET110507,0.0,0.0
ET110507,Maji,ET1105,Mirab Omo,ET11,South West Ethiopia,ET,2018,12,0,ETH,ET110507,0.0,0.0
ET110507,Maji,ET1105,Mirab Omo,ET11,South West Ethiopia,ET,2019,12,4,ETH,ET110507,2.0,2.0
ET110507,Maji,ET1105,Mirab Omo,ET11,South West Ethiopia,ET,2020,2,6,ETH,ET110507,3.0,3.0
ET110601,Konta,ET1106,Konta Special,ET11,South West Ethiopia,ET,2015,12,5,ETH,ET110601,2.5,2.5
ET120101,Akobo,ET1201,Nuwer,ET12,Gambela,ET,2002,6,60,ETH,ET120101,30.0,30.0
ET120101,Akobo,ET1201,Nuwer,ET12,Gambela,ET,2013,2,0,ETH,ET120101,0.0,0.0
ET120101,Akobo,ET1201,Nuwer,ET12,Gambela,ET,2013,3,6,ETH,ET120101,3.0,3.0
ET120101,Akobo,ET1201,Nuwer,ET12,Gambela,ET,2014,7,17,ETH,ET120101,8.5,8.5
ET120101,Akobo,ET1201,Nuwer,ET12,Gambela,ET,2014,9,14,ETH,ET120101,7.0,7.0
ET120101,Akobo,ET1201,Nuwer,ET12,Gambela,ET,2022,1,8,ETH,ET120101,4.0,4.0
ET120101,Akobo,ET1201,Nuwer,ET12,Gambela,ET,2022,12,0,ETH,ET120101,0.0,0.0
ET120101,Akobo,ET1201,Nuwer,ET12,Gambela,ET,2025,2,2,ETH,ET120101,1.0,1.0
ET120102,Lare,ET1201,Nuwer,ET12,Gambela,ET,2014,8,0,ETH,ET120102,0.0,0.0
ET120102,Lare,ET1201,Nuwer,ET12,Gambela,ET,2022,3,1,ETH,ET120102,0.5,0.5
ET120102,Lare,ET1201,Nuwer,ET12,Gambela,ET,2023,7,19,ETH,ET120102,9.5,9.5
ET120102,Lare,ET1201,Nuwer,ET12,Gambela,ET,2025,4,0,ETH,ET120102,0.0,0.0
ET120102,Lare,ET1201,Nuwer,ET12,Gambela,ET,2025,5,0,ETH,ET120102,0.0,0.0
ET120102,Lare,ET1201,Nuwer,ET12,Gambela,ET,2025,6,0,ETH,ET120102,0.0,0.0
ET120103,Jikawo,ET1201,Nuwer,ET12,Gambela,ET,2016,4,268,ETH,ET120103,134.0,134.0
ET120103,Jikawo,ET1201,Nuwer,ET12,Gambela,ET,2022,3,0,ETH,ET120103,0.0,0.0
ET120104,Wantawo,ET1201,Nuwer,ET12,Gambela,ET,2012,8,0,ETH,ET120104,0.0,0.0
ET120104,Wantawo,ET1201,Nuwer,ET12,Gambela,ET,2020,2,12,ETH,ET120104,6.0,6.0
ET120104,Wantawo,ET1201,Nuwer,ET12,Gambela,ET,2022,2,2,ETH,ET120104,1.0,1.0
ET120104,Wantawo,ET1201,Nuwer,ET12,Gambela,ET,2023,5,5,ETH,ET120104,2.5,2.5
ET120104,Wantawo,ET1201,Nuwer,ET12,Gambela,ET,2024,7,5,ETH,ET120104,2.5,2.5
ET120104,Wantawo,ET1201,Nuwer,ET12,Gambela,ET,2024,11,0,ETH,ET120104,0.0,0.0
ET120104,Wantawo,ET1201,Nuwer,ET12,Gambela,ET,2025,3,0,ETH,ET120104,0.0,0.0
ET120104,Wantawo,ET1201,Nuwer,ET12,Gambela,ET,2025,5,0,ETH,ET120104,0.0,0.0
ET120104,Wantawo,ET1201,Nuwer,ET12,Gambela,ET,2025,6,2,ETH,ET120104,1.0,1.0
ET120105,Makuey,ET1201,Nuwer,ET12,Gambela,ET,2022,3,1,ETH,ET120105,0.5,0.5
ET120105,Makuey,ET1201,Nuwer,ET12,Gambela,ET,2022,10,3,ETH,ET120105,1.5,1.5
ET120105,Makuey,ET1201,Nuwer,ET12,Gambela,ET,2023,5,5,ETH,ET120105,2.5,2.5
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2002,6,410,ETH,ET120201,205.0,205.0
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2010,2,5,ETH,ET120201,2.5,2.5
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2012,5,0,ETH,ET120201,0.0,0.0
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2013,3,1,ETH,ET120201,0.5,0.5
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2022,1,0,ETH,ET120201,0.0,0.0
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2022,2,2,ETH,ET120201,1.0,1.0
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2023,2,1,ETH,ET120201,0.5,0.5
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2023,12,4,ETH,ET120201,2.0,2.0
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2024,3,5,ETH,ET120201,2.5,2.5
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2025,5,0,ETH,ET120201,0.0,0.0
ET120201,Abobo,ET1202,Agnewak,ET12,Gambela,ET,2025,6,6,ETH,ET120201,3.0,3.0
ET120202,Gambela Zuria,ET1202,Agnewak,ET12,Gambela,ET,2023,6,4,ETH,ET120202,2.0,2.0
