ADM3_PCODE,ADM3_EN,ADM2_PCODE,ADM2_EN,ADM1_PCODE,ADM1_EN,ADM0_PCODE,year,month,ACLED_BRD_total,GID_0,GID_3,ACLED_BRD_state,ACLED_BRD_nonstate
ET010221,Keyhe tekli,ET0102,Central,ET01,Tigray,ET,2025,7,0,ETH,ET010221,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2005,1,0,ETH,ET010222,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2020,11,0,ETH,ET010222,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2020,12,0,ETH,ET010222,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2021,1,0,ETH,ET010222,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2021,2,0,ETH,ET010222,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2021,4,0,ETH,ET010222,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2021,10,0,ETH,ET010222,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2022,9,3,ETH,ET010222,1.5,1.5
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2023,5,0,ETH,ET010222,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2024,6,0,ETH,ET010222,0.0,0.0
ET010222,Tanqua Melashe,ET0102,Central,ET01,Tigray,ET,2025,1,0,ETH,ET010222,0.0,0.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2010,1,10,ETH,ET010301,5.0,5.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2020,11,0,ETH,ET010301,0.0,0.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2020,12,0,ETH,ET010301,0.0,0.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2021,1,38,ETH,ET010301,19.0,19.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2021,2,0,ETH,ET010301,0.0,0.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2022,8,10,ETH,ET010301,5.0,5.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2022,9,10,ETH,ET010301,5.0,5.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2022,10,8,ETH,ET010301,4.0,4.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2023,11,7,ETH,ET010301,3.5,3.5
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2024,1,0,ETH,ET010301,0.0,0.0
ET010301,Gulo Mekeda,ET0103,Eastern,ET01,Tigray,ET,2024,9,0,ETH,ET010301,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,1998,5,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,1998,6,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,1998,11,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,1999,2,923,ETH,ET010302,461.5,461.5
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,1999,3,2769,ETH,ET010302,1384.5,1384.5
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2017,7,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2018,6,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2020,11,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2020,12,1,ETH,ET010302,0.5,0.5
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2021,1,27,ETH,ET010302,13.5,13.5
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2022,6,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2022,8,10,ETH,ET010302,5.0,5.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2022,9,10,ETH,ET010302,5.0,5.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2022,10,10,ETH,ET010302,5.0,5.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2022,11,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2023,1,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2023,2,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2023,8,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2024,1,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2024,4,0,ETH,ET010302,0.0,0.0
ET010302,Erob,ET0103,Eastern,ET01,Tigray,ET,2024,11,0,ETH,ET010302,0.0,0.0
ET010303,Saesie,ET0103,Eastern,ET01,Tigray,ET,2020,11,83,ETH,ET010303,41.5,41.5
ET010303,Saesie,ET0103,Eastern,ET01,Tigray,ET,2020,12,82,ETH,ET010303,41.0,41.0
ET010303,Saesie,ET0103,Eastern,ET01,Tigray,ET,2021,2,6,ETH,ET010303,3.0,3.0
ET010304,Ganta Afeshum,ET0103,Eastern,ET01,Tigray,ET,2020,11,0,ETH,ET010304,0.0,0.0
ET010304,Ganta Afeshum,ET0103,Eastern,ET01,Tigray,ET,2020,12,0,ETH,ET010304,0.0,0.0
ET010304,Ganta Afeshum,ET0103,Eastern,ET01,Tigray,ET,2021,1,0,ETH,ET010304,0.0,0.0
ET010304,Ganta Afeshum,ET0103,Eastern,ET01,Tigray,ET,2021,2,0,ETH,ET010304,0.0,0.0
ET010304,Ganta Afeshum,ET0103,Eastern,ET01,Tigray,ET,2021,3,3,ETH,ET010304,1.5,1.5
ET010304,Ganta Afeshum,ET0103,Eastern,ET01,Tigray,ET,2022,11,1,ETH,ET010304,0.5,0.5
ET010305,Hawzen,ET0103,Eastern,ET01,Tigray,ET,2021,2,0,ETH,ET010305,0.0,0.0
ET010305,Hawzen,ET0103,Eastern,ET01,Tigray,ET,2021,3,0,ETH,ET010305,0.0,0.0
ET010305,Hawzen,ET0103,Eastern,ET01,Tigray,ET,2021,5,19,ETH,ET010305,9.5,9.5
ET010306,Kelete Awelallo,ET0103,Eastern,ET01,Tigray,ET,2020,11,164,ETH,ET010306,82.0,82.0
ET010306,Kelete Awelallo,ET0103,Eastern,ET01,Tigray,ET,2020,12,0,ETH,ET010306,0.0,0.0
ET010306,Kelete Awelallo,ET0103,Eastern,ET01,Tigray,ET,2021,1,0,ETH,ET010306,0.0,0.0
ET010306,Kelete Awelallo,ET0103,Eastern,ET01,Tigray,ET,2021,2,0,ETH,ET010306,0.0,0.0
ET010306,Kelete Awelallo,ET0103,Eastern,ET01,Tigray,ET,2021,3,0,ETH,ET010306,0.0,0.0
ET010306,Kelete Awelallo,ET0103,Eastern,ET01,Tigray,ET,2021,4,0,ETH,ET010306,0.0,0.0
ET010307,Atsbi,ET0103,Eastern,ET01,Tigray,ET,2018,6,0,ETH,ET010307,0.0,0.0
ET010307,Atsbi,ET0103,Eastern,ET01,Tigray,ET,2019,10,0,ETH,ET010307,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,1998,6,4,ETH,ET010308,2.0,2.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,1998,11,1,ETH,ET010308,0.5,0.5
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,1999,2,1846,ETH,ET010308,923.0,923.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2002,3,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2012,10,14,ETH,ET010308,7.0,7.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2015,10,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2016,6,30,ETH,ET010308,15.0,15.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2017,12,1,ETH,ET010308,0.5,0.5
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2020,11,144,ETH,ET010308,72.0,72.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2020,12,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2021,1,1,ETH,ET010308,0.5,0.5
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2021,2,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2021,3,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2021,5,3,ETH,ET010308,1.5,1.5
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2021,6,10,ETH,ET010308,5.0,5.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2022,9,5,ETH,ET010308,2.5,2.5
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2022,10,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2022,11,5,ETH,ET010308,2.5,2.5
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2023,1,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2023,5,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2023,10,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2023,12,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2024,1,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2024,6,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2024,9,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2025,1,0,ETH,ET010308,0.0,0.0
ET010308,Adigrat town,ET0103,Eastern,ET01,Tigray,ET,2025,3,0,ETH,ET010308,0.0,0.0
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2001,11,2,ETH,ET010309,1.0,1.0
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2020,11,0,ETH,ET010309,0.0,0.0
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2020,12,81,ETH,ET010309,40.5,40.5
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2021,1,0,ETH,ET010309,0.0,0.0
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2021,2,21,ETH,ET010309,10.5,10.5
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2021,6,25,ETH,ET010309,12.5,12.5
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2022,9,4,ETH,ET010309,2.0,2.0
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2025,1,0,ETH,ET010309,0.0,0.0
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2025,5,0,ETH,ET010309,0.0,0.0
ET010309,Wukro town,ET0103,Eastern,ET01,Tigray,ET,2025,8,0,ETH,ET010309,0.0,0.0
ET010310,Bizet,ET0103,Eastern,ET01,Tigray,ET,2021,1,0,ETH,ET010310,0.0,0.0
ET010310,Bizet,ET0103,Eastern,ET01,Tigray,ET,2022,10,0,ETH,ET010310,0.0,0.0
ET010311,Edaga Hamus town,ET0103,Eastern,ET01,Tigray,ET,2020,2,0,ETH,ET010311,0.0,0.0
ET010311,Edaga Hamus town,ET0103,Eastern,ET01,Tigray,ET,2020,11,22,ETH,ET010311,11.0,11.0
ET010311,Edaga Hamus town,ET0103,Eastern,ET01,Tigray,ET,2020,12,20,ETH,ET010311,10.0,10.0
ET010311,Edaga Hamus town,ET0103,Eastern,ET01,Tigray,ET,2021,2,0,ETH,ET010311,0.0,0.0
ET010311,Edaga Hamus town,ET0103,Eastern,ET01,Tigray,ET,2021,4,0,ETH,ET010311,0.0,0.0
ET010311,Edaga Hamus town,ET0103,Eastern,ET01,Tigray,ET,2022,10,0,ETH,ET010311,0.0,0.0
ET010311,Edaga Hamus town,ET0103,Eastern,ET01,Tigray,ET,2025,1,0,ETH,ET010311,0.0,0.0
ET010312,Hawzen town,ET0103,Eastern,ET01,Tigray,ET,2001,11,0,ETH,ET010312,0.0,0.0
ET010312,Hawzen town,ET0103,Eastern,ET01,Tigray,ET,2020,11,0,ETH,ET010312,0.0,0.0
ET010312,Hawzen town,ET0103,Eastern,ET01,Tigray,ET,2020,12,3,ETH,ET010312,1.5,1.5
ET010312,Hawzen town,ET0103,Eastern,ET01,Tigray,ET,2021,1,0,ETH,ET010312,0.0,0.0
ET010312,Hawzen town,ET0103,Eastern,ET01,Tigray,ET,2021,3,0,ETH,ET010312,0.0,0.0
ET010312,Hawzen town,ET0103,Eastern,ET01,Tigray,ET,2021,4,4,ETH,ET010312,2.0,2.0
ET010312,Hawzen town,ET0103,Eastern,ET01,Tigray,ET,2021,5,3,ETH,ET010312,1.5,1.5
ET010312,Hawzen town,ET0103,Eastern,ET01,Tigray,ET,2021,6,25,ETH,ET010312,12.5,12.5
ET010312,Hawzen town,ET0103,Eastern,ET01,Tigray,ET,2024,6,4,ETH,ET010312,2.0,2.0
ET010313,Freweyni town,ET0103,Eastern,ET01,Tigray,ET,2021,2,0,ETH,ET010313,0.0,0.0
ET010313,Freweyni town,ET0103,Eastern,ET01,Tigray,ET,2021,3,14,ETH,ET010313,7.0,7.0
ET010316,Agulae,ET0103,Eastern,ET01,Tigray,ET,2021,6,25,ETH,ET010316,12.5,12.5
ET010316,Agulae,ET0103,Eastern,ET01,Tigray,ET,2021,10,10,ETH,ET010316,5.0,5.0
ET010316,Agulae,ET0103,Eastern,ET01,Tigray,ET,2022,12,0,ETH,ET010316,0.0,0.0
ET010316,Agulae,ET0103,Eastern,ET01,Tigray,ET,2023,1,0,ETH,ET010316,0.0,0.0
ET010316,Agulae,ET0103,Eastern,ET01,Tigray,ET,2024,12,0,ETH,ET010316,0.0,0.0
ET010317,Geraleta,ET0103,Eastern,ET01,Tigray,ET,2020,11,0,ETH,ET010317,0.0,0.0
ET010317,Geraleta,ET0103,Eastern,ET01,Tigray,ET,2020,12,0,ETH,ET010317,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,1998,5,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,1998,6,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,1998,10,2,ETH,ET010318,1.0,1.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,1999,2,2785,ETH,ET010318,1392.5,1392.5
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,1999,3,3692,ETH,ET010318,1846.0,1846.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,1999,5,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2000,5,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2010,1,10,ETH,ET010318,5.0,5.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2018,8,3,ETH,ET010318,1.5,1.5
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2018,9,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2018,10,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2019,1,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2020,11,240,ETH,ET010318,120.0,120.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2022,9,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2022,10,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2023,11,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2024,8,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2025,5,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2025,6,0,ETH,ET010318,0.0,0.0
ET010318,Zala Anbesa town,ET0103,Eastern,ET01,Tigray,ET,2025,8,0,ETH,ET010318,0.0,0.0
ET010402,Bora (TG),ET0104,Southern,ET01,Tigray,ET,2021,1,101,ETH,ET010402,50.5,50.5
ET010402,Bora (TG),ET0104,Southern,ET01,Tigray,ET,2021,3,0,ETH,ET010402,0.0,0.0
ET010402,Bora (TG),ET0104,Southern,ET01,Tigray,ET,2021,4,0,ETH,ET010402,0.0,0.0
ET010403,Neqsege,ET0104,Southern,ET01,Tigray,ET,2021,3,0,ETH,ET010403,0.0,0.0
ET010403,Neqsege,ET0104,Southern,ET01,Tigray,ET,2021,5,10,ETH,ET010403,5.0,5.0
ET010404,Emba Alaje,ET0104,Southern,ET01,Tigray,ET,2021,2,0,ETH,ET010404,0.0,0.0
ET010404,Emba Alaje,ET0104,Southern,ET01,Tigray,ET,2025,5,0,ETH,ET010404,0.0,0.0
ET010404,Emba Alaje,ET0104,Southern,ET01,Tigray,ET,2025,7,0,ETH,ET010404,0.0,0.0
ET010404,Emba Alaje,ET0104,Southern,ET01,Tigray,ET,2025,8,0,ETH,ET010404,0.0,0.0
ET010405,Endamehoni,ET0104,Southern,ET01,Tigray,ET,2021,1,0,ETH,ET010405,0.0,0.0
ET010405,Endamehoni,ET0104,Southern,ET01,Tigray,ET,2021,2,0,ETH,ET010405,0.0,0.0
ET010405,Endamehoni,ET0104,Southern,ET01,Tigray,ET,2021,3,0,ETH,ET010405,0.0,0.0
ET010405,Endamehoni,ET0104,Southern,ET01,Tigray,ET,2021,12,2,ETH,ET010405,1.0,1.0
ET010406,Raya Azebo,ET0104,Southern,ET01,Tigray,ET,2021,1,0,ETH,ET010406,0.0,0.0
ET010406,Raya Azebo,ET0104,Southern,ET01,Tigray,ET,2021,6,1,ETH,ET010406,0.5,0.5
ET010406,Raya Azebo,ET0104,Southern,ET01,Tigray,ET,2024,5,7,ETH,ET010406,3.5,3.5
ET010406,Raya Azebo,ET0104,Southern,ET01,Tigray,ET,2025,8,1,ETH,ET010406,0.5,0.5
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2002,5,0,ETH,ET010407,0.0,0.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2020,11,0,ETH,ET010407,0.0,0.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2020,12,0,ETH,ET010407,0.0,0.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2021,1,0,ETH,ET010407,0.0,0.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2021,11,0,ETH,ET010407,0.0,0.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2022,1,0,ETH,ET010407,0.0,0.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2022,6,6,ETH,ET010407,3.0,3.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2022,8,0,ETH,ET010407,0.0,0.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2022,10,11,ETH,ET010407,5.5,5.5
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2024,4,1,ETH,ET010407,0.5,0.5
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2024,6,1,ETH,ET010407,0.5,0.5
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2025,2,0,ETH,ET010407,0.0,0.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2025,3,4,ETH,ET010407,2.0,2.0
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2025,4,1,ETH,ET010407,0.5,0.5
ET010407,Raya Alamata,ET0104,Southern,ET01,Tigray,ET,2025,5,0,ETH,ET010407,0.0,0.0
ET010408,Ofla,ET0104,Southern,ET01,Tigray,ET,2020,11,0,ETH,ET010408,0.0,0.0
ET010408,Ofla,ET0104,Southern,ET01,Tigray,ET,2020,12,0,ETH,ET010408,0.0,0.0
ET010408,Ofla,ET0104,Southern,ET01,Tigray,ET,2021,1,0,ETH,ET010408,0.0,0.0
ET010408,Ofla,ET0104,Southern,ET01,Tigray,ET,2021,2,0,ETH,ET010408,0.0,0.0
ET010408,Ofla,ET0104,Southern,ET01,Tigray,ET,2021,3,80,ETH,ET010408,40.0,40.0
ET010408,Ofla,ET0104,Southern,ET01,Tigray,ET,2021,5,10,ETH,ET010408,5.0,5.0
ET010408,Ofla,ET0104,Southern,ET01,Tigray,ET,2022,10,0,ETH,ET010408,0.0,0.0
ET010408,Ofla,ET0104,Southern,ET01,Tigray,ET,2024,4,6,ETH,ET010408,3.0,3.0
ET010408,Ofla,ET0104,Southern,ET01,Tigray,ET,2025,4,3,ETH,ET010408,1.5,1.5
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2018,7,0,ETH,ET010409,0.0,0.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2018,9,2,ETH,ET010409,1.0,1.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2018,10,4,ETH,ET010409,2.0,2.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2020,11,33,ETH,ET010409,16.5,16.5
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2021,3,0,ETH,ET010409,0.0,0.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2021,6,10,ETH,ET010409,5.0,5.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2021,12,2,ETH,ET010409,1.0,1.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2022,1,4,ETH,ET010409,2.0,2.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2023,9,1,ETH,ET010409,0.5,0.5
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2024,4,0,ETH,ET010409,0.0,0.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2024,10,0,ETH,ET010409,0.0,0.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2025,1,0,ETH,ET010409,0.0,0.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2025,5,0,ETH,ET010409,0.0,0.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2025,7,0,ETH,ET010409,0.0,0.0
ET010409,Maichew town,ET0104,Southern,ET01,Tigray,ET,2025,8,0,ETH,ET010409,0.0,0.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2021,7,28,ETH,ET010410,14.0,14.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2021,12,3,ETH,ET010410,1.5,1.5
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2022,1,4,ETH,ET010410,2.0,2.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2022,9,10,ETH,ET010410,5.0,5.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2022,10,15,ETH,ET010410,7.5,7.5
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2023,3,0,ETH,ET010410,0.0,0.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2023,4,0,ETH,ET010410,0.0,0.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2024,2,0,ETH,ET010410,0.0,0.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2024,3,0,ETH,ET010410,0.0,0.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2024,4,0,ETH,ET010410,0.0,0.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2024,5,0,ETH,ET010410,0.0,0.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2024,6,2,ETH,ET010410,1.0,1.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2025,1,0,ETH,ET010410,0.0,0.0
ET010410,Korem town,ET0104,Southern,ET01,Tigray,ET,2025,5,0,ETH,ET010410,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2013,1,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2018,9,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2018,10,6,ETH,ET010411,3.0,3.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2018,11,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2020,11,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2020,12,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2021,7,10,ETH,ET010411,5.0,5.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2021,12,2,ETH,ET010411,1.0,1.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2022,1,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2022,3,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2022,10,15,ETH,ET010411,7.5,7.5
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2023,1,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2023,3,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2023,4,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2023,5,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2023,6,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2024,2,0,ETH,ET010411,0.0,0.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2024,3,4,ETH,ET010411,2.0,2.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2024,4,14,ETH,ET010411,7.0,7.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2024,5,1,ETH,ET010411,0.5,0.5
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2024,6,8,ETH,ET010411,4.0,4.0
ET010411,Alamata town,ET0104,Southern,ET01,Tigray,ET,2024,7,0,ETH,ET010411,0.0,0.0
